2 430.6233050000001 194.30720956538767
3 639.562715 580.8338812666659
4 563.090415 213.41466710336542
5 785.1299799999999 366.0005193954847
6 1029.6480800000002 569.6400610375499
7 1331.465565 616.7945890197249
8 1167.3066349999997 475.85891888508223
9 1694.6047449999999 415.55051539885073
10 1283.8848349999998 449.6952137001018
11 2554.75309 744.2065450406076
12 2203.89823 754.5976333262172
13 2103.52794 619.7098453116937
14 1869.5823649999998 579.5602152863835
15 2050.65207 737.5298056649486

